Course Title,Course Rating,Course Enrollment,Course URL
Innovation: From Creativity to Entrepreneurship,4.7,20k,/specializations/innovation-creativity-entrepreneurship
Entrepreneurship: Launching an Innovative Business,4.6,68k,/specializations/business-entrepreneurship
"Cameras, Exposure, and Photography",4.7,120k,/learn/exposure-photography
Introducción a la Minería de Datos,4.7,16k,/learn/mineria-de-datos-introduccion
Learn English,4,15k,/specializations/learn-english
Reporting extra-financier et stratégie RSE,4.7,4.6k,/learn/reporting-extra-financier-strategie-rse
Entrepreneurship 3: Growth Strategies,4.7,28k,/learn/growth-strategy
Managing Social and Human Capital,4.5,24k,/learn/wharton-social-human-capital
Introduction to Data Analysis Using Excel,4.7,88k,/learn/excel-data-analysis
The Social Context of Mental Health and Illness,4.6,17k,/learn/mental-health
Fundamentals of Music Theory,4.6,170k,/learn/edinburgh-music-theory
Health Behavior Change: From Evidence to Action,N / A,N / A,/learn/health-behavior-change
Managing Project Risks and Changes,4.7,65k,/learn/project-risk-management
Systems Thinking In Public Health,4.6,31k,/learn/systems-thinking
Excel aplicado a los negocios (Nivel Avanzado),4.7,45k,/learn/excel-aplicado-negocios-avanzado
Renewable Energy and Green Building Entrepreneurship,4.7,18k,/learn/renewable-energy-entrepreneurship
Basic Statistics,4.7,170k,/learn/basic-statistics
Diseño y Creación de un Emprendimiento Social,4.8,17k,/learn/emprendimiento-social-negocios-sustentable-canvas-sociales
Representaciones culturales de las sexualidades,4.8,29k,/learn/representaciones-culturales
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,16k,/learn/crash-course-in-causality
Практики анализа экономических данных от простого к сложному,4.8,12k,/specializations/analiz-ekonomicheskikh-dannykh
"English for Science, Technology, Engineering, and Mathematics",4.8,100k,/learn/stem
"Corrección, estilo y  variaciones de la lengua española",4.6,71k,/learn/correccion-estilo-variaciones
Corporate Finance Essentials,4.8,50k,/learn/corporate-finance-essentials
Ecology: Ecosystem Dynamics and Conservation,4.8,11k,/learn/ecology-conservation
Computational Neuroscience,4.7,64k,/learn/computational-neuroscience
Project Execution,4.2,N / A,/learn/project-execution
Introduction to Neuroeconomics: How the Brain Makes Decisions,4.7,84k,/learn/neuroeconomics
The Cycle: Management of Successful Arts and Cultural Organizations,4.8,10k,/learn/the-cycle
Entrepreneurship Strategy: From Ideation to Exit,4.8,17k,/learn/entrepreneurship-strategy
Internet Giants: The Law and Economics of Media Platforms,4.8,36k,/learn/internetgiants
Machine Learning for All,4.5,5.3k,/learn/uol-machine-learning-for-all
Feminism and Social Justice,4.8,12k,/learn/feminism-social-justice
International Marketing & Cross Industry Growth,4.6,24k,/specializations/international-marketing
Music and Social Action,4.6,15k,/learn/music-and-social-action
Design and Make Infographics (Project-Centered Course),4.7,88k,/learn/infographic-design
Epigenetic Control of Gene Expression,4.8,32k,/learn/epigenetics
Introduction to Software Product Management,4.6,62k,/learn/introduction-to-software-product-management
Introduction to Key Constitutional Concepts and Supreme Court Cases,4.8,19k,/learn/constitution
Основы программирования на Python,4.6,74k,/learn/python-osnovy-programmirovaniya
Think Again I: How to Understand Arguments,4.7,170k,/learn/understanding-arguments
Songwriting: Writing the Lyrics,4.8,63k,/learn/songwriting-lyrics
Foundations of Data Science: K-Means Clustering in Python,4.7,4.6k,/learn/data-science-k-means-clustering-python
Cuidado de heridas en el ámbito hospitalario,4.7,17k,/learn/cuidado-heridas
Sample-based Learning Methods,4.8,5.4k,/learn/sample-based-learning-methods
Mastering Data Analysis in Excel,4.2,270k,/learn/analytics-excel
"Information Systems Auditing, Controls and Assurance",4.7,2.2k,/learn/information-systems-audit
Finance for Non-Financial Managers,4.4,11k,/learn/finance-for-non-financial-managers
UX / UI: Fundamentos para o design de interface,4.5,19k,/learn/ux-ui-design-de-interface
Русский как иностранный,4.9,9k,/specializations/russkiy-kak-inostrannyy
"Leading for Equity, Diversity and Inclusion in Higher Education",4.7,5.3k,/learn/leading-for-equity-diversity-inclusion
European Business Law: Understanding the Fundamentals,4.8,26k,/learn/european-law-fundamentals
Introduction to Portfolio Construction and Analysis with Python,4.9,8.1k,/learn/introduction-portfolio-construction-python
ADHD: Everyday Strategies for Elementary Students,4.7,36k,/learn/adhd-treatment
Sustainable Tourism – promoting environmental public health,4.6,6.9k,/learn/sustainable-tourism
Healthcare Organization Operations,4.6,4k,/specializations/healthcare-organization-operations
Introduction to Typography,4.8,66k,/learn/typography
UX Design Fundamentals,4.8,20k,/learn/ux-design-fundamentals
Applied Machine Learning in Python,4.6,140k,/learn/python-machine-learning
Tricky American English Pronunciation,4.7,87k,/learn/tricky-american-english-pronunciation
Magic in the Middle Ages,4.6,72k,/learn/magic-middle-ages
Six Sigma Principles,4.6,25k,/learn/six-sigma-principles
Introduction to G Suite,4.7,7.1k,/learn/introduction-g-suite
Exploring Renewable Energy Schemes,4.7,2.6k,/learn/exploring-renewable-energy
The Art of Music Production,4.8,43k,/learn/producing-music
FinTech: Finance Industry Transformation and Regulation,4.6,11k,/specializations/fintech
Classical Sociological Theory,4.8,47k,/learn/classical-sociological-theory
Perfect Tenses and Modals,4.7,68k,/learn/perfect-tenses-modals
Teaching Character and Creating Positive Classrooms,4.8,50k,/learn/teaching-character
Fundamentos de Excel para Negocios,4.7,130k,/learn/excel-para-negocios
"Creatividad, diseño e innovación: Técnicas y herramientas",4.7,150k,/specializations/creatividad-diseno-innovacion
Stories of Infection,4.9,26k,/learn/stories-of-infection
Digital Signal Processing,4.7,65k,/learn/dsp
Age of Cathedrals,4.7,18k,/learn/age-of-cathedrals
Introduction aux Droits de l’Homme,4.8,44k,/learn/droits-de-lhomme
Problem Solving with Excel,4.7,90k,/learn/excel-analysis
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),4.9,150k,/learn/aprendiendo-a-aprender
Autodesk CAD/CAM/CAE for Mechanical Engineering,4.9,N / A,/specializations/autodesk-cad-cam-cae-mechanical-engineering
Strategising: Management for Global Competitive Advantage,4.8,5.8k,/specializations/strategic-management-competitive-advantage
Agile и Scrum в работе над проектами и продуктами,4.9,11k,/learn/upravleniya-proektami-agile-scrum
Introduction to Cybersecurity Tools & Cyber Attacks,4.5,14k,/learn/introduction-cybersecurity-cyber-attacks
Bayesian Statistics: Techniques and Models,4.7,27k,/learn/mcmc-bayesian-statistics
Corporate & Commercial Law I: Contracts & Employment Law,4.8,8.1k,/learn/corporate-commercial-law-part1
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,4.6,6.9k,/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency
Boosting Creativity for Innovation,4.7,7k,/learn/boosting-creativity-innovation
Understanding Plants - Part I: What a Plant Knows,4.8,43k,/learn/plantknows
"C++ For C Programmers, Part A",4.4,120k,/learn/c-plus-plus-a
Becoming a Sports Agent,4.7,5.7k,/learn/sports-agent
Spacecraft Dynamics and Control,4.8,11k,/specializations/spacecraft-dynamics-control
L'avenir de la décision : connaître et agir en complexité,4.7,35k,/learn/lavenir-de-la-decision
Scaling Operations: Linking Strategy and Execution,4.6,11k,/learn/operations-strategy
Accounting for Decision Making,4.8,7.6k,/learn/accounting
Accounting Analytics,4.5,77k,/learn/accounting-analytics
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",4.8,36k,/learn/holocaust-introduction-1
Análisis de Datos para la toma de decisiones,4.3,48k,/specializations/analisis-datos
The Technology of Music Production,4.8,25k,/learn/technology-of-music-production
Business Writing,4.7,41k,/learn/writing-for-business
Unity XR: How to Build AR and VR Apps,4.1,10k,/specializations/unity-xr
Geopolitics of Europe,4.4,17k,/learn/geopolitics-europe
Modernizing Data Lakes and Data Warehouses with GCP,4.7,4.5k,/learn/data-lakes-data-warehouses-gcp
程序设计与算法,4.8,83k,/specializations/biancheng-suanfa
Programming Fundamentals,4.7,52k,/learn/programming-fundamentals
Autodesk Certified Professional: Revit for Architectural Design Exam Prep,4.6,4.6k,/learn/autodesk-revit-architectural-design
Improving Leadership & Governance in Nonprofit Organizations,4.4,17k,/specializations/nonprofit
Getting Started with Go,4.6,14k,/learn/golang-getting-started
Positive Psychology: Applications and Interventions,4.8,20k,/learn/positive-psychology-applications
Homeland Security and Cybersecurity,4.7,4.7k,/specializations/homeland-security-cybersecurity
Introduction to Economic Theories,4.5,18k,/learn/intro-economic-theories
Smart Cities – Management of Smart Urban Infrastructures,4.6,19k,/learn/smart-cities
Internet Connection: How to Get Online?,4.7,32k,/learn/internet-connection-how-to-get-online
Introduction to User Experience Principles and Processes,4.8,13k,/learn/introtoux-principles-and-processes
Schizophrenia,4.7,16k,/learn/schizophrenia
Álgebra Básica,4.8,160k,/learn/algebra-basica
Introduction to Personal Branding,4.3,100k,/learn/personal-branding
Security & Safety Challenges in a Globalized World,4.7,13k,/learn/security-safety-globalized-world
Математика и Python для анализа данных,4.8,65k,/learn/mathematics-and-python
Introduction to Public Speaking,4.8,76k,/learn/public-speaking
Jazz Improvisation,4.8,55k,/learn/jazz-improvisation
Fundamentos de la escritura,4.6,30k,/learn/escritura-esp
Sustentabilidad y Economías Sociales,4.7,19k,/learn/sustentabilidad-economias-sociales
Secure Coding Practices,4.4,4.3k,/specializations/secure-coding-practices
Probabilistic Graphical Models 1: Representation,4.7,67k,/learn/probabilistic-graphical-models
Practical Time Series Analysis,4.6,35k,/learn/practical-time-series-analysis
Bugs 101: Insect-Human Interactions,4.9,11k,/learn/bugs-101
Gut Check: Exploring Your Microbiome,4.7,58k,/learn/microbiome
Marketing e vendas B2B: Fechando novos negócios,4.8,13k,/learn/marketing-vendas-b2b
Introdução aos Princípios e Práticas da Gestão De Projetos,4.9,4k,/specializations/gestao-de-projetos-introducao-usp
New Approaches to Countering Terror: Countering Violent Extremism,4.6,N / A,/learn/countering-terror-violent-extremism
Become a Sustainable Business Change Agent,4.7,3.6k,/specializations/sustainable-business-change-agent
Introduction to Logic,4.5,140k,/learn/logic-introduction
Sales Training for High Performing Teams,4.7,13k,/specializations/sales-training-high-performing-teams
Introduction to Chemistry:  Reactions and Ratios,4.8,37k,/learn/intro-chemistry
Periodismo digital y combate a las fake news,4.9,6.4k,/learn/periodismo-digital
Programa en Desarrollo de nuevas empresas,4.7,35k,/specializations/desarrollo-nuevas-empresas
Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,4.8,24k,/learn/liderazgo-educativo
Stanford's Short Course on Breastfeeding,4.7,13k,/learn/breastfeeding
"L'impact investing, la finance qui change le monde",4.6,6k,/specializations/impact-investing
Creative Thinking: Techniques and Tools for Success,4.6,19k,/learn/creative-thinking-techniques-and-tools-for-success
Introduction to FPGA Design for Embedded Systems,4.6,32k,/learn/intro-fpga-design-embedded-systems
Desarrollo de aplicaciones móviles con Android,4.6,63k,/specializations/programacion-android
Introduction to Embedded Systems Software and Development Environments,4.6,37k,/learn/introduction-embedded-systems
Implementación del Marketing Mix,4.7,21k,/specializations/implementacion-marketing-mix
"Recruiting, Hiring, and Onboarding Employees",4.7,31k,/learn/recruiting-hiring-onboarding-employees
Introducción a la Producción Audiovisual,4.7,42k,/learn/intro-produccion-audiovisual
Introduction to Self-Driving Cars,4.8,25k,/learn/intro-self-driving-cars
International Cyber Conflicts,4.4,22k,/learn/cyber-conflicts
"Ready, Set, Future! Introduction to Futures Thinking",4.8,5.9k,/learn/introduction-to-futures-thinking
Everyday Chinese Medicine,4.7,17k,/learn/everyday-chinese-medicine
Introduction to Statistics & Data Analysis in Public Health,4.7,9.8k,/learn/introduction-statistics-data-analysis-public-health
Engineering Project Management: Initiating and Planning,4.7,16k,/learn/initiating-planning
Introduction to Cyber Attacks,4.7,23k,/learn/intro-cyber-attacks
Estadística y probabilidad,4.6,18k,/learn/estadistica-probabilidad
Business English: Networking,4.7,68k,/learn/business-english-intro
Palliative Care: It's Not Just Hospice Anymore,4.8,2.5k,/specializations/palliative-care
Municipal Solid Waste Management in Developing Countries,4.8,55k,/learn/solid-waste-management
"The Modern World, Part Two: Global History since 1910",4.8,44k,/learn/modern-world-2
Water Resources Management and Policy,4.6,19k,/learn/water-management
Managing Major Engineering Projects,4.7,3.5k,/specializations/managing-major-engineering-projects
Information Security: Context and Introduction,4.6,27k,/learn/information-security-data
Buenas Prácticas en Libre Competencia,4.8,3.9k,/learn/libre-competencia
Quantitative Methods,4.7,65k,/learn/quantitative-methods
The fundamentals of hotel distribution,4.7,16k,/learn/hotel-distribution
Excel Skills for Business: Advanced,4.7,31k,/learn/excel-advanced
Search Engine Optimization Fundamentals,4.7,41k,/learn/seo-fundamentals
Communicating During Global Emergencies,4.7,3.1k,/learn/communicating-during-global-emergencies
English Composition I,4.6,180k,/learn/english-composition
The Unix Workbench,4.8,28k,/learn/unix
Introduction to Genomic Technologies,4.5,39k,/learn/introduction-genomics
Epidemics,4.8,4.9k,/learn/hkuepidemics
Machine Learning Foundations: A Case Study Approach,4.6,220k,/learn/ml-foundations
Building Conversational Experiences with Dialogflow,4.5,13k,/learn/conversational-experiences-dialogflow
Modeling Risk and Realities,4.6,34k,/learn/wharton-risk-models
Blockchain: Foundations and Use Cases,4.7,29k,/learn/blockchain-foundations-and-use-cases
Disaster Preparedness,4.7,20k,/learn/disaster-preparedness
Software Processes and Agile Practices,4.7,56k,/learn/software-processes-and-agile-practices
Legal Tech & Startups,4.5,6.2k,/learn/legal-tech-startups
Corporate Strategy,4.8,6k,/learn/corporatestrategy
"Globalización, Crecimiento Económico y Estabilidad",4.9,13k,/specializations/globalizacion-crecimiento-economico-y-estabilidad
Essential Google Cloud Infrastructure: Core Services,4.7,60k,/learn/gcp-infrastructure-core-services
A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650),4.7,19k,/learn/western-christianity-200-1650
Managing Your Health: The Role of Physical Therapy and Exercise,4.6,9.9k,/learn/physical-therapy-exercise
Wonders of Ancient Egypt,4.8,15k,/learn/wonders-ancient-egypt
Ecosystem Services: a Method for Sustainable Development,4.7,14k,/learn/ecosystem-services
Astrobiology and the Search for Extraterrestrial Life,4.7,64k,/learn/astrobiology
The Changing Global Order,4.7,21k,/learn/changing-global-order
Entreprendre dans les Industries Culturelles à l'ère du numérique,4.7,3.9k,/learn/entreprendre-culture
Preventing Chronic Pain: A Human Systems Approach,4.7,13k,/learn/chronic-pain
The Economics of Health Care Delivery,4.7,6.2k,/learn/health-economics-us-healthcare-systems
Sexualidad...mucho más que sexo,4.8,100k,/learn/sexualidad
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,4.8,8.5k,/learn/autodesk-autocad-design-drafting
From the Big Bang to Dark Energy,4.8,47k,/learn/big-bang
Leading the Life You Want,4.6,19k,/learn/leading-the-life-you-want
Frozen in the Ice: Exploring the Arctic,N / A,N / A,/learn/frozen-in-the-ice
Auditing I: Conceptual Foundations of Auditing,4.5,8k,/learn/auditing-part1-conceptual-foundations
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,4.6,3.3k,/specializations/diseno-instruccional
Influencer Marketing Strategy,4.4,9.1k,/learn/influencer-marketing-strategy
Créer et développer une startup technologique,4.6,23k,/learn/startup-technologique
Teach English Now! Teaching Language Online,4.4,5.8k,/learn/teachlanguageonline
Journey of the Universe: A Story for Our Times,4.7,20k,/specializations/journey-of-the-universe
Hot Topics in Criminal Justice,4.6,1.9k,/learn/hot-topics-criminal-justice
Introduction to Thermodynamics: Transferring Energy from Here to There,4.8,51k,/learn/thermodynamics-intro
Introduction to CSS3,4.8,73k,/learn/introcss
Major Depression in the Population: A Public Health Approach,4.7,17k,/learn/public-health-depression
Blockchain Basics,4.6,47k,/learn/blockchain-basics
The Future of Payment Technologies,4.8,2.2k,/learn/paytech
Social and Economic Networks:  Models and Analysis,4.8,38k,/learn/social-economic-networks
Éxito Profesional,4.5,66k,/specializations/exito-profesional
Machine Learning: Algorithms in the Real World,4.6,5.6k,/specializations/machine-learning-algorithms-real-world
Психолингвистика (Psycholinguistics),4.8,19k,/learn/psikholingvistika
Cómo hablar bien en público,4.8,44k,/learn/hablar-bien-en-publico
"Sleep: Neurobiology, Medicine, and Society",4.8,16k,/learn/sleep
Genomics: Decoding the Universal Language of Life,4.7,15k,/learn/genomics-research
Math behind Moneyball,4.5,8.4k,/learn/mathematics-sport
Foundations of Business Strategy,4.8,58k,/learn/uva-darden-foundations-business-strategy
Эффективный руководитель,4.7,12k,/specializations/effektivnyy-rukovoditel
Data Analysis and Interpretation,4.4,100k,/specializations/data-analysis
Discrete Optimization,4.9,38k,/learn/discrete-optimization
Health Information Literacy for Data Analytics,4.5,4.4k,/specializations/healthcare-information-literacy-data-analytics
Meditation: A way to achieve your goals in your life,4.6,29k,/learn/self-reflection-meditation
Construction Scheduling,4.8,13k,/learn/construction-scheduling
Sharpened Visions: A Poetry Workshop,4.7,55k,/learn/poetry-workshop
Art & Inquiry: Museum Teaching Strategies For Your Classroom,4.7,23k,/learn/artinquiry
Introduction to Computer Programming,4.3,17k,/learn/introduction-to-computer-programming
Developing Your Musicianship,4.8,37k,/learn/develop-your-musicianship
Цифровой SMM-проект: виртуальная платформа для бизнес-коммуникаций,4.4,11k,/specializations/digital-smm
How To Create a Website in a Weekend! (Project-Centered Course),3.3,130k,/learn/how-to-create-a-website
Data Collection and Processing with Python,4.7,14k,/learn/data-collection-processing-python
Психология сознания (Psychology of consciousness),4.7,21k,/learn/psikhologiya-soznaniya
Construction Cost Estimating and Cost Control,4.7,17k,/learn/construction-cost-estimating
Los gobiernos locales como actores internacionales,4.7,14k,/learn/gobiernos-locales
Valuation and Financial Analysis For Startups,4.3,12k,/specializations/startup-valuation
Challenging Forensic Science: How Science Should Speak to Court,4.8,2.9k,/learn/challenging-forensic-science
Global Financial Markets and Instruments,4.6,33k,/learn/global-financial-markets-instruments
"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",4.7,11k,/learn/parasitology
Fundamentals of Scalable Data Science,4.3,25k,/learn/ds
Financial Planning for Young Adults,4.5,26k,/learn/financial-planning
Code Yourself! An Introduction to Programming,4.7,97k,/learn/intro-programming
Data Visualization and Communication with Tableau,4.7,130k,/learn/analytics-tableau
Russian History: from Lenin to Putin,4.8,19k,/learn/russian-history-lenin-putin
Cybersecurity and Its Ten Domains,4.2,130k,/learn/cyber-security-domain
Write A Feature Length Screenplay For Film Or Television,N / A,5.1k,/learn/write-a-feature-length-screenplay-for-film-or-television
América Latina en los cambios internacionales: amenazas y oportunidades.,4.4,30k,/learn/america-latina
Основы разработки на C++: белый пояс,4.9,38k,/learn/c-plus-plus-white
"Bienestar, equidad y derechos humanos",4.8,18k,/learn/bienestar-equidad-derechos-humanos
Advertising and Society,4.7,12k,/learn/role-of-advertising
Python Data Products for Predictive Analytics,4.2,7.6k,/specializations/python-data-products-for-predictive-analytics
More Introduction to Financial Accounting,4.9,38k,/learn/wharton-financial-accounting
Creative Problem Solving,4.1,120k,/learn/creative-problem-solving
Suporte em TI do Google,4.9,4.6k,/professional-certificates/suporte-em-ti-do-google
Estrategias de Negociación,4.7,38k,/specializations/negociacion
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),5,22k,/learn/nand2tetris2
Six Sigma and the Organization (Advanced),4.7,11k,/learn/six-sigma-organization-advanced
Introdução ao Marketing Analítico,4.7,36k,/learn/marketing-analitico
The Basics of Trauma Surgery,4,N / A,/learn/trauma-surgery-basics
"Creativity, Innovation, and Change",4.4,54k,/learn/creativity-innovation
Exploratory Data Analysis with MATLAB,4.8,5.6k,/learn/exploratory-data-analysis-matlab
Global Trends for Business and Society,4.8,6k,/learn/wharton-global-trends-business
Measuring Disease in Epidemiology,4.7,3.7k,/learn/measuring-disease-epidemiology
Introduction to Intellectual Property,4.8,4.6k,/learn/introduction-intellectual-property
Entrepreneurship 4: Financing and Profitability,4.8,22k,/learn/wharton-entrepreneurship-financing-profitabilty
Guitar for Beginners,4.8,170k,/learn/guitar
Foundations for Big Data Analysis with SQL,4.8,7.4k,/learn/foundations-big-data-analysis-sql
Data Science at Scale,4.2,72k,/specializations/data-science
Evaluación educativa,4.8,12k,/specializations/evaluacion-educativa
Scalable Machine Learning on Big Data using Apache Spark,4,7.4k,/learn/machine-learning-big-data-apache-spark
Introduction to Big Data,4.6,140k,/learn/big-data-introduction
Music Business Foundations,4.9,32k,/learn/music-business-foundations
Effective Business Presentations with Powerpoint,4.6,51k,/learn/powerpoint-presentations
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",4.8,42k,/learn/leadership-collaboration
Desarrollo rápido de productos innovadores para mercados emergentes,4.6,29k,/learn/innovacion
Getting Started with AI using IBM Watson,4.5,8.5k,/learn/ai-with-ibm-watson
Introduction to Algae,4.7,7.2k,/learn/algae
Financial Reporting,4.8,10k,/specializations/financial-reporting
Improving your statistical inferences,4.9,35k,/learn/statistical-inferences
Russian for beginners 1. Русский язык: A1,4.3,3.1k,/learn/russian-a1-part1
Dermatology: Trip to skin,4.5,4.8k,/learn/dermatology
Digital Business Models,4.5,19k,/learn/digital-business-models
Building High-Performing Teams,4.8,8.9k,/learn/high-performing-teams
Aprendiendo a Aprender,5,3.9k,/learn/aprendiendo-a-aprender-ie
Browser-based Models with TensorFlow.js,4.7,7.3k,/learn/browser-based-models-tensorflow
Effective Compliance Programs,4.9,2.6k,/learn/effective-compliance-programs
The Science of Stem Cells,4.7,9.1k,/learn/stem-cells
Gestão de Operações,4.8,7.6k,/learn/gestao-de-operacoes
Translation quality management,4.4,2.4k,/learn/management-translation-quality
Exploring ​and ​Preparing ​your ​Data with BigQuery,4.7,22k,/learn/gcp-exploring-preparing-data-bigquery
Migrating to Google Cloud Platform,N / A,2.1k,/learn/migrating-to-gcp
Development of Secure Embedded Systems,4.3,51k,/specializations/embedded-systems-security
Outbreaks and Epidemics,4.8,1.7k,/learn/outbreaks-epidemics
English for Media Literacy,4.9,51k,/learn/media
Health in Complex Humanitarian Emergencies,4.7,6.7k,/learn/health-che
Oceanografía: una clave para entender mejor nuestro mundo,4.7,12k,/learn/oceanografia
Applying Data Analytics in Marketing,4.4,2.2k,/learn/applying-data-analytics-business-in-marketing
"¿Cómo persuadir? Jugando con palabras, imágenes y números",4.4,88k,/learn/como-persuadir
AWS Fundamentals: Building Serverless Applications,4.7,20k,/learn/aws-fundamentals-building-serverless-applications
Building Batch Data Pipelines on GCP,4.5,3.4k,/learn/batch-data-pipelines-gcp
Construction Finance,4.7,13k,/learn/construction-finance
Погружение в Python,4.7,43k,/learn/diving-in-python
Get Interactive: Practical Teaching with Technology,4.7,10k,/learn/getinmooc
Stochastic processes,4.5,22k,/learn/stochasticprocesses
"Big Data Essentials: HDFS, MapReduce and Spark RDD",4,35k,/learn/big-data-essentials
Computer Communications,4.7,19k,/specializations/computer-communications
Aspectos básicos de la planificación y la gestión de proyectos,4.8,6.8k,/learn/uva-darden-project-management-es
Privacy Law and Data Protection,4.8,4.2k,/learn/privacy-law-data-protection
The Truth About Cats and Dogs,4.7,26k,/learn/cats-and-dogs
Introduction to Environmental Law and Policy,4.8,30k,/learn/environmental-law
An Introduction to Interactive Programming in Python (Part 1),4.8,150k,/learn/interactive-python-1
A Crash Course in Data Science,4.5,130k,/learn/data-science-course
Architecting with Google Kubernetes Engine 日本語版,4.5,3.2k,/specializations/architecting-google-kubernetes-engine-jp
Aboriginal Worldviews and Education,4.7,5.9k,/learn/aboriginal-education
Osteoarchaeology: The Truth in Our Bones,4.7,20k,/learn/truthinourbones-osteoarchaeology-archaeology
Esports,4.5,N / A,/specializations/esports
Whole genome sequencing of bacterial genomes - tools and applications,4.6,15k,/learn/wgs-bacteria
Fundamentals of Digital Image and Video Processing,4.6,83k,/learn/digital
Becoming a changemaker: Introduction to Social Innovation,4.8,45k,/learn/social-innovation
Introduction to Ableton Live,4.8,58k,/learn/ableton-live
"Programming Languages, Part A",4.9,78k,/learn/programming-languages
Introduction to Business Analytics: Communicating with Data,4.8,10k,/learn/intro-business-analytics
The Evolving Universe,4.6,52k,/learn/evolvinguniverse
Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,4.5,70k,/learn/marketing-analytics
Foundations of Everyday Leadership,4.8,54k,/learn/everyday-leadership-foundation
How Google does Machine Learning,4.6,57k,/learn/google-machine-learning
Nanotechnology: A Maker’s Course,4.8,18k,/learn/nanotechnology
Diseño de proyectos para promover el bienestar,4.6,25k,/learn/diseno-proyectos-promocion-bienestar
Корпоративные финансы и стоимость компании,4.5,15k,/specializations/korporativnyye-finansy
Trading Basics,4.1,43k,/learn/trading-basics
Risk in Modern Society,4.7,4.3k,/learn/risk-in-modern-society
Strategic Management,4.7,55k,/learn/strategic-management
Global Challenges in Business,4.6,11k,/specializations/global-challenges-business
Antimicrobial resistance - theory and methods,4.6,27k,/learn/antimicrobial-resistance
